"","born","Died","sex","age_at_debut","ad_cat","mamed","delta"
"35597","1895-06-14",1962,"Male",25,"ostatni","ano",1
"35598","1894-02-21",1956,"Male",26,"ostatni","ano",1
"35599","1952-09-19",NA,"Male",24,"ostatni","ne",0
"35600","1941-06-18",NA,"Male",23,"ostatni","ano",0
"35601","1946-03-19",NA,"Male",22,"ostatni","ne",0
"35602","1929-08-06",1992,"Male",23,"ostatni","ano",1
"35603","1930-07-14",1986,"Male",22,"ostatni","ano",1
"35604","1930-04-24",NA,"Male",26,"ostatni","ano",0
"35605","1962-06-22",NA,"Male",26,"ostatni","ne",0
"35606","1878-08-03",1937,"Male",26,"ostatni","ano",1
"35607","1955-04-25",NA,"Male",29,"26+","ne",0
"35608","1967-01-26",NA,"Male",21,"do_22","ne",0
"35609","1944-03-03",NA,"Male",20,"do_22","ano",0
"35610","1948-08-02",NA,"Male",28,"26+","ne",0
"35611","1960-06-28",NA,"Male",24,"ostatni","ano",0
"35612","1907-02-28",1968,"Male",21,"do_22","ano",1
"35613","1877-05-03",1932,"Male",27,"26+","ano",1
"35614","1866-12-01",1947,"Male",38,"26+","ano",1
"35615","1932-04-06",NA,"Male",28,"26+","ne",0
"35616","1912-11-01",1998,"Male",24,"ostatni","ne",1
"35617","1930-11-30",2014,"Male",22,"ostatni","ano",1
"35618","1970-03-28",NA,"Male",26,"ostatni","ano",0
"35619","1918-07-05",1996,"Male",30,"26+","ne",1
"35620","1899-04-30",1983,"Male",21,"do_22","ano",1
"35621","1930-10-25",2016,"Male",26,"ostatni","ano",1
"35622","1926-04-28",NA,"Male",22,"ostatni","ano",0
"35623","1873-03-28",1956,"Male",27,"26+","ano",1
"35624","1903-10-03",1989,"Male",21,"do_22","ano",1
"35625","1895-02-16",1969,"Male",29,"26+","ano",1
"35626","1925-04-11",NA,"Male",23,"ostatni","ano",0
"35627","1876-11-16",1923,"Male",28,"26+","ano",1
"35628","1904-08-21",1976,"Male",24,"ostatni","ne",1
"35629","1906-10-25",1980,"Male",26,"ostatni","ano",1
"35630","1897-07-10",1986,"Male",23,"ostatni","ano",1
"35631","1879-02-26",1943,"Male",25,"ostatni","ano",1
"35632","1910-02-28",1989,"Male",22,"ostatni","ano",1
"35633","1926-11-09",NA,"Male",22,"ostatni","ano",0
"35634","1935-07-09",2007,"Male",21,"do_22","ano",1
"35635","1910-03-09",1945,"Male",22,"ostatni","ne",1
"35636","1943-05-21",NA,"Male",21,"do_22","ne",0
"35637","1915-06-30",1989,"Male",21,"do_22","ne",1
"35638","1967-08-20",NA,"Male",25,"ostatni","ne",0
"35639","1912-05-15",1995,"Male",20,"do_22","ano",1
"35640","1945-03-25",NA,"Male",31,"26+","ne",0
"35641","1947-03-28",NA,"Male",21,"do_22","ne",0
"35642","1923-01-15",1986,"Male",25,"ostatni","ano",1
"35643","1940-02-28",NA,"Male",28,"26+","ne",0
"35644","1914-06-20",1998,"Male",22,"ostatni","ne",1
"35645","1909-12-02",1991,"Male",27,"26+","ne",1
"35646","1951-02-13",NA,"Male",25,"ostatni","ne",0
"35647","1906-06-03",1990,"Male",22,"ostatni","ano",1
"35648","1930-04-23",NA,"Male",22,"ostatni","ano",0
"35649","1864-07-23",1947,"Male",36,"26+","ano",1
"35650","1874-08-30",1954,"Male",30,"26+","ano",1
"35651","1951-08-19",1991,"Male",33,"26+","ano",1
"35652","1953-02-17",NA,"Male",19,"do_22","ne",0
"35653","1955-05-17",NA,"Male",21,"do_22","ne",0
"35654","1949-11-23",NA,"Male",23,"ostatni","ne",0
"35655","1947-02-14",NA,"Male",21,"do_22","ne",0
"35656","1947-07-30",NA,"Male",21,"do_22","ano",0
"35657","1949-07-30",NA,"Male",19,"do_22","ano",0
"35658","1946-04-21",NA,"Male",22,"ostatni","ano",0
"35659","1971-09-14",NA,"Male",25,"ostatni","ne",0
"35660","1968-01-14",NA,"Male",28,"26+","ne",0
"35661","1934-12-30",NA,"Male",18,"do_22","ne",0
"35662","1944-04-04",NA,"Male",24,"ostatni","ano",0
"35663","1915-07-27",2001,"Male",21,"do_22","ano",1
"35664","1916-08-01",1999,"Male",20,"do_22","ano",1
"35665","1960-09-22",NA,"Male",28,"26+","ne",0
"35666","1953-01-13",NA,"Male",31,"26+","ano",0
"35667","1961-01-03",NA,"Male",23,"ostatni","ano",0
"35668","1930-11-17",2001,"Male",22,"ostatni","ne",1
"35669","1899-05-30",1984,"Male",21,"do_22","ano",1
"35670","1969-03-07",NA,"Male",27,"26+","ano",0
"35671","1910-06-05",1995,"Male",22,"ostatni","ano",1
"35672","1948-06-15",NA,"Male",36,"26+","ano",0
"35673","1899-03-18",1979,"Male",25,"ostatni","ano",1
"35674","1898-04-09",1975,"Male",26,"ostatni","ano",1
"35675","1874-04-08",1942,"Male",30,"26+","ano",1
"35676","1940-11-16",NA,"Male",24,"ostatni","ano",0
"35677","1958-04-24",NA,"Male",26,"ostatni","ne",0
"35678","1905-12-12",1977,"Male",27,"26+","ne",1
"35679","1899-09-30",1984,"Male",21,"do_22","ano",1
"35680","1948-10-29",NA,"Male",20,"do_22","ne",0
"35681","1898-06-25",1968,"Male",22,"ostatni","ano",1
"35682","1874-01-12",1942,"Male",26,"ostatni","ano",1
"35683","1964-04-05",NA,"Male",28,"26+","ne",0
"35684","1898-05-15",1946,"Male",30,"26+","ano",1
"35685","1927-05-24",1985,"Male",21,"do_22","ano",1
"35686","1900-05-19",1971,"Male",24,"ostatni","ano",1
"35687","1965-07-04",NA,"Male",23,"ostatni","ano",0
"35688","1958-02-25",NA,"Male",26,"ostatni","ano",0
"35689","1910-08-11",1975,"Male",22,"ostatni","ano",1
"35690","1898-09-06",1982,"Male",22,"ostatni","ano",1
"35691","1927-05-20",2011,"Male",21,"do_22","ano",1
"35692","1904-09-11",1991,"Male",20,"do_22","ano",1
"35693","1941-08-11",NA,"Male",35,"26+","ne",0
"35694","1968-12-17",NA,"Male",24,"ostatni","ne",0
"35695","1891-12-05",1988,"Male",29,"26+","ano",1
"35696","1930-03-10",1992,"Male",30,"26+","ano",1
"35697","1973-04-18",NA,"Male",23,"ostatni","ne",0
"35698","1955-04-20",NA,"Male",33,"26+","ano",0
"35699","1946-09-20",NA,"Male",22,"ostatni","ne",0
"35700","1907-05-30",1995,"Male",21,"do_22","ne",1
"35701","1931-03-11",2006,"Male",21,"do_22","ano",1
"35702","1954-11-09",NA,"Male",30,"26+","ano",0
"35703","1904-01-20",1951,"Male",20,"do_22","ano",1
"35704","1947-05-24",NA,"Male",21,"do_22","ano",0
"35705","1948-09-21",NA,"Male",24,"ostatni","ano",0
"35706","1875-11-22",1960,"Male",25,"ostatni","ano",1
"35707","1931-02-24",NA,"Male",21,"do_22","ano",0
"35708","1935-10-03",2010,"Male",25,"ostatni","ne",1
"35709","1880-01-13",1949,"Male",24,"ostatni","ano",1
"35710","1909-10-15",1968,"Male",27,"26+","ne",1
"35711","1930-04-04",2013,"Male",22,"ostatni","ano",1
"35712","1955-07-13",NA,"Male",21,"do_22","ano",0
"35713","1939-09-07",NA,"Male",25,"ostatni","ano",0
"35714","1958-03-08",NA,"Male",30,"26+","ne",0
"35715","1949-12-29",NA,"Male",19,"do_22","ne",0
"35716","1913-11-26",2002,"Male",15,"do_22","ano",1
"35717","1946-06-25",NA,"Male",22,"ostatni","ano",0
"35718","1929-08-18",1991,"Male",23,"ostatni","ano",1
"35719","1967-06-05",NA,"Male",25,"ostatni","ano",0
"35720","1874-02-12",1932,"Male",26,"ostatni","ano",1
"35721","1908-10-08",NA,"Male",24,"ostatni","ne",0
"35722","1947-09-03",2005,"Male",21,"do_22","ne",1
"35723","1925-06-19",2012,"Male",23,"ostatni","ano",1
"35724","1908-10-05",1999,"Male",20,"do_22","ne",1
"35725","1937-10-26",NA,"Male",19,"do_22","ne",0
"35726","1951-09-30",NA,"Male",25,"ostatni","ne",0
"35727","1951-09-30",NA,"Male",25,"ostatni","ne",0
"35728","1908-11-20",1997,"Male",24,"ostatni","ne",1
"35729","1910-10-10",1965,"Male",22,"ostatni","ne",1
"35730","1905-01-17",1962,"Male",23,"ostatni","ano",1
"35731","1903-08-06",1975,"Male",25,"ostatni","ano",1
"35732","1930-08-09",NA,"Male",26,"ostatni","ano",0
"35733","1928-09-03",NA,"Male",20,"do_22","ne",0
"35734","1965-06-23",NA,"Male",27,"26+","ne",0
"35735","1939-10-29",NA,"Male",33,"26+","ne",0
"35736","1932-01-20",2009,"Male",24,"ostatni","ano",1
"35737","1932-01-20",2013,"Male",24,"ostatni","ano",1
"35738","1878-08-21",1962,"Male",26,"ostatni","ano",1
"35739","1965-10-31",NA,"Male",23,"ostatni","ano",0
"35740","1929-02-08",2012,"Male",23,"ostatni","ne",1
"35741","1914-09-03",2005,"Male",22,"ostatni","ano",1
"35742","1939-06-12",NA,"Male",17,"do_22","ne",0
"35743","1948-11-12",2017,"Male",24,"ostatni","ano",1
"35744","1903-06-05",1965,"Male",21,"do_22","ano",1
"35745","1905-03-16",1985,"Male",23,"ostatni","ano",1
"35746","1947-03-12",NA,"Male",25,"ostatni","ne",0
"35747","1901-07-23",1970,"Male",23,"ostatni","ano",1
"35748","1939-03-29",NA,"Male",21,"do_22","ano",0
"35749","1941-12-23",NA,"Male",23,"ostatni","ano",0
"35750","1914-06-20",2005,"Male",22,"ostatni","ano",1
"35751","1959-04-15",NA,"Male",25,"ostatni","ne",0
"35752","1897-10-20",1968,"Male",23,"ostatni","ano",1
"35753","1964-07-31",NA,"Male",28,"26+","ne",0
"35754","1939-02-15",NA,"Male",21,"do_22","ne",0
"35755","1970-08-21",NA,"Male",22,"ostatni","ne",0
"35756","1936-08-23",NA,"Male",20,"do_22","ano",0
"35757","1925-07-16",2011,"Male",23,"ostatni","ano",1
"35758","1953-03-19",NA,"Male",19,"do_22","ne",0
"35759","1970-11-06",NA,"Male",26,"ostatni","ano",0
"35760","1876-07-20",1942,"Male",28,"26+","ano",1
"35761","1970-05-21",NA,"Male",22,"ostatni","ne",0
"35762","1971-10-30",NA,"Male",25,"ostatni","ano",0
"35763","1931-11-14",NA,"Male",21,"do_22","ano",0
"35764","1969-01-20",NA,"Male",27,"26+","ne",0
"35765","1896-08-26",NA,"Male",24,"ostatni","ano",0
"35766","1932-10-29",NA,"Male",28,"26+","ano",0
"35767","1878-07-02",1910,"Male",26,"ostatni","ano",1
"35768","1968-05-15",NA,"Male",24,"ostatni","ne",0
"35769","1966-08-30",NA,"Male",22,"ostatni","ano",0
"35770","1952-06-10",NA,"Male",24,"ostatni","ne",0
"35771","1942-10-12",NA,"Male",26,"ostatni","ano",0
"35772","1935-10-28",2013,"Male",25,"ostatni","ne",1
"35773","1967-09-19",NA,"Male",25,"ostatni","ne",0
"35774","1966-02-18",NA,"Male",22,"ostatni","ano",0
"35775","1966-12-15",NA,"Male",26,"ostatni","ne",0
"35776","1962-05-04",NA,"Male",22,"ostatni","ano",0
"35777","1923-08-05",1999,"Male",25,"ostatni","ano",1
"35778","1938-08-22",NA,"Male",22,"ostatni","ne",0
"35779","1964-02-02",NA,"Male",24,"ostatni","ano",0
"35780","1967-01-04",NA,"Male",29,"26+","ne",0
"35781","1963-06-27",NA,"Male",33,"26+","ne",0
"35782","1967-02-28",NA,"Male",29,"26+","ano",0
"35783","1954-12-09",NA,"Male",22,"ostatni","ne",0
"35784","1943-03-20",2002,"Male",21,"do_22","ano",1
"35785","1907-05-12",1978,"Male",25,"ostatni","ne",1
"35786","1954-07-19",NA,"Male",22,"ostatni","ne",0
"35787","1967-02-12",NA,"Male",25,"ostatni","ne",0
"35788","1942-07-16",NA,"Male",22,"ostatni","ne",0
"35789","1943-07-24",NA,"Male",21,"do_22","ne",0
"35790","1933-05-28",NA,"Male",19,"do_22","ano",0
"35791","1929-10-19",2005,"Male",23,"ostatni","ano",1
"35792","1916-07-11",2000,"Male",32,"26+","ano",1
"35793","1946-06-26",NA,"Male",22,"ostatni","ne",0
"35794","1914-03-31",2007,"Male",22,"ostatni","ano",1
"35795","1878-03-19",1910,"Male",26,"ostatni","ano",1
"35796","1947-01-21",NA,"Male",21,"do_22","ano",0
"35797","1964-02-14",NA,"Male",28,"26+","ne",0
"35798","1902-06-08",2004,"Male",22,"ostatni","ano",1
"35799","1963-02-01",NA,"Male",25,"ostatni","ano",0
"35800","1934-03-28",2017,"Male",26,"ostatni","ne",1
"35801","1931-06-20",NA,"Male",21,"do_22","ano",0
"35802","1941-01-24",NA,"Male",19,"do_22","ne",0
"35803","1948-01-22",NA,"Male",24,"ostatni","ne",0
"35804","1967-04-18",NA,"Male",21,"do_22","ano",0
"35805","1950-09-26",NA,"Male",22,"ostatni","ne",0
"35806","1970-07-09",NA,"Male",22,"ostatni","ne",0
"35807","1910-05-03",1986,"Male",22,"ostatni","ano",1
"35808","1899-05-22",1991,"Male",21,"do_22","ano",1
"35809","1913-02-07",1999,"Male",23,"ostatni","ne",1
"35810","1936-04-01",NA,"Male",24,"ostatni","ano",0
"35811","1909-05-27",1987,"Male",23,"ostatni","ano",1
"35812","1884-10-22",1959,"Male",20,"do_22","ano",1
"35813","1901-12-23",1991,"Male",27,"26+","ano",1
"35814","1973-04-28",NA,"Male",23,"ostatni","ano",0
"35815","1970-02-11",NA,"Male",26,"ostatni","ne",0
"35816","1970-07-21",NA,"Male",26,"ostatni","ne",0
"35817","1935-12-21",NA,"Male",21,"do_22","ano",0
"35818","1930-05-31",NA,"Male",22,"ostatni","ano",0
"35819","1969-01-08",NA,"Male",23,"ostatni","ne",0
"35820","1916-08-24",2002,"Male",20,"do_22","ne",1
"35821","1953-08-15",NA,"Male",23,"ostatni","ne",0
"35822","1902-02-26",1971,"Male",22,"ostatni","ano",1
"35823","1960-07-13",NA,"Male",32,"26+","ne",0
"35824","1965-04-19",NA,"Male",27,"26+","ne",0
"35825","1968-04-07",NA,"Male",28,"26+","ne",0
"35826","1961-05-09",NA,"Male",23,"ostatni","ano",0
"35827","1922-03-28",2013,"Male",26,"ostatni","ano",1
"35828","1939-08-09",NA,"Male",25,"ostatni","ne",0
"35829","1961-02-13",NA,"Male",23,"ostatni","ano",0
"35830","1924-03-22",1997,"Male",24,"ostatni","ano",1
"35831","1949-05-30",NA,"Male",23,"ostatni","ano",0
"35832","1905-12-09",1982,"Male",23,"ostatni","ano",1
"35833","1947-03-13",NA,"Male",21,"do_22","ne",0
"35834","1956-01-20",NA,"Male",28,"26+","ano",0
"35835","1928-11-16",NA,"Male",20,"do_22","ne",0
"35836","1932-09-15",2013,"Male",20,"do_22","ano",1
"35837","1948-10-13",NA,"Male",28,"26+","ne",0
"35838","1960-08-19",NA,"Male",24,"ostatni","ano",0
"35839","1955-07-23",NA,"Male",29,"26+","ano",0
"35840","1931-12-27",2008,"Male",29,"26+","ne",1
"35841","1879-11-19",1934,"Male",25,"ostatni","ano",1
"35842","1903-12-22",1997,"Male",21,"do_22","ano",1
"35843","1941-02-02",NA,"Male",23,"ostatni","ano",0
"35844","1957-06-19",NA,"Male",27,"26+","ne",0
"35845","1961-11-21",2006,"Male",23,"ostatni","ano",1
"35846","1878-06-21",1929,"Male",26,"ostatni","ano",1
"35847","1936-08-29",NA,"Male",24,"ostatni","ne",0
"35848","1946-04-12",NA,"Male",22,"ostatni","ano",0
"35849","1957-12-14",NA,"Male",27,"26+","ano",0
"35850","1956-09-20",NA,"Male",32,"26+","ano",0
"35851","1944-10-29",NA,"Male",20,"do_22","ne",0
"35852","1938-12-12",NA,"Male",22,"ostatni","ne",0
"35853","1908-07-19",1956,"Male",20,"do_22","ano",1
"35854","1873-08-14",1967,"Male",31,"26+","ano",1
"35855","1928-12-22",2002,"Male",20,"do_22","ne",1
"35856","1911-07-17",1994,"Male",21,"do_22","ano",1
"35857","1923-09-23",2015,"Male",25,"ostatni","ano",1
"35858","1932-01-05",NA,"Male",24,"ostatni","ne",0
"35859","1925-05-11",2010,"Male",23,"ostatni","ano",1
"35860","1930-10-10",2012,"Male",22,"ostatni","ano",1
"35861","1947-12-01",NA,"Male",21,"do_22","ne",0
"35862","1880-11-06",1968,"Male",24,"ostatni","ano",1
"35863","1946-12-14",NA,"Male",26,"ostatni","ne",0
"35864","1870-06-07",1944,"Male",34,"26+","ano",1
"35865","1949-04-23",NA,"Male",27,"26+","ne",0
"35866","1928-08-13",NA,"Male",20,"do_22","ne",0
"35867","1931-11-08",2003,"Male",21,"do_22","ano",1
"35868","1936-03-21",2002,"Male",20,"do_22","ano",1
"35869","1964-02-18",NA,"Male",28,"26+","ne",0
"35870","1963-07-18",NA,"Male",25,"ostatni","ne",0
"35871","1942-09-25",NA,"Male",22,"ostatni","ne",0
"35872","1952-03-02",NA,"Male",24,"ostatni","ne",0
"35873","1929-03-06",NA,"Male",27,"26+","ano",0
"35874","1900-06-14",1974,"Male",24,"ostatni","ano",1
"35875","1931-05-08",NA,"Male",21,"do_22","ne",0
"35876","1926-08-20",1992,"Male",22,"ostatni","ano",1
"35877","1916-05-16",1997,"Male",20,"do_22","ano",1
"35878","1934-07-28",NA,"Male",22,"ostatni","ano",0
"35879","1925-04-20",NA,"Male",23,"ostatni","ano",0
"35880","1903-12-31",1989,"Male",21,"do_22","ano",1
"35881","1903-01-15",1981,"Male",21,"do_22","ano",1
"35882","1939-10-09",NA,"Male",21,"do_22","ne",0
"35883","1938-06-26",NA,"Male",22,"ostatni","ne",0
"35884","1908-04-30",1983,"Male",20,"do_22","ano",1
"35885","1947-05-20",NA,"Male",21,"do_22","ne",0
"35886","1937-07-24",NA,"Male",19,"do_22","ne",0
"35887","1940-11-12",NA,"Male",20,"do_22","ne",0
"35888","1968-04-09",NA,"Male",28,"26+","ano",0
"35889","1953-10-01",NA,"Male",23,"ostatni","ne",0
"35890","1959-02-19",NA,"Male",29,"26+","ne",0
"38966","1952-02-25",NA,"Female",40,"26+","ne",0
"38967","1954-08-24",NA,"Female",34,"26+","ne",0
"38968","1963-04-15",NA,"Female",33,"26+","ne",0
"38969","1947-02-01",NA,"Female",37,"26+","ne",0
"38970","1964-08-22",NA,"Female",28,"26+","ne",0
"38971","1964-08-22",NA,"Female",40,"26+","ne",0
"38972","1972-10-13",NA,"Female",24,"ostatni","ne",0
"38973","1945-08-11",NA,"Female",39,"26+","ano",0
"38974","1954-06-19",NA,"Female",30,"26+","ano",0
"38975","1967-06-07",NA,"Female",21,"do_22","ne",0
"38976","1963-06-04",NA,"Female",25,"ostatni","ano",0
"38977","1974-01-14",NA,"Female",26,"ostatni","ano",0
"38978","1974-01-14",NA,"Female",22,"ostatni","ano",0
"38979","1958-03-22",NA,"Female",26,"ostatni","ne",0
"38980","1947-12-25",NA,"Female",45,"26+","ne",0
"38981","1969-05-13",NA,"Female",23,"ostatni","ne",0
"38982","1979-07-16",NA,"Female",17,"do_22","ano",0
"38983","1961-03-15",NA,"Female",23,"ostatni","ne",0
"38984","1977-04-05",NA,"Female",19,"do_22","ne",0
"38985","1969-03-11",NA,"Female",23,"ostatni","ne",0
"38986","1976-07-15",NA,"Female",20,"do_22","ne",0
"38987","1965-08-10",NA,"Female",19,"do_22","ano",0
"38988","1964-07-09",NA,"Female",28,"26+","ne",0
"38989","1942-08-25",NA,"Female",34,"26+","ano",0
"38990","1966-08-27",NA,"Female",22,"ostatni","ne",0
"38991","1880-10-01",1968,"Male",32,"26+","ano",1
"38992","1968-10-13",NA,"Male",28,"26+","ne",0
"38993","1961-11-26",NA,"Male",31,"26+","ne",0
"38994","1954-10-08",NA,"Male",38,"26+","ne",0
"38995","1886-11-26",1943,"Male",26,"ostatni","ne",1
"38996","1939-10-08",NA,"Male",25,"ostatni","ano",0
"38997","1937-08-04",NA,"Male",35,"26+","ne",0
"38998","1964-08-02",NA,"Male",28,"26+","ano",0
"38999","1882-03-27",1958,"Male",38,"26+","ano",1
"39000","1950-09-21",NA,"Male",38,"26+","ne",0
"39001","1937-03-24",2011,"Male",35,"26+","ano",1
"39002","1859-01-29",1932,"Male",49,"26+","ano",1
"39003","1971-02-06",NA,"Male",25,"ostatni","ano",0
"39004","1893-04-24",1972,"Male",31,"26+","ano",1
"39005","1960-11-18",NA,"Male",28,"26+","ne",0
"39006","1887-07-26",1955,"Male",25,"ostatni","ne",1
"39007","1947-01-02",NA,"Male",25,"ostatni","ano",0
"39008","1877-04-06",1940,"Male",43,"26+","ne",1
"39009","1924-01-07",2000,"Male",32,"26+","ne",1
"39010","1867-05-05",1952,"Male",41,"26+","ano",1
"39011","1917-11-01",1999,"Male",31,"26+","ano",1
"39012","1960-09-26",NA,"Male",24,"ostatni","ne",0
"39013","1891-04-12",1975,"Male",33,"26+","ne",1
"39014","1866-11-26",1928,"Male",46,"26+","ano",1
"39015","1888-01-31",1952,"Male",36,"26+","ano",1
"39016","1886-06-15",1934,"Male",34,"26+","ano",1
"39017","1891-01-08",1974,"Male",29,"26+","ano",1
"39018","1873-02-14",1951,"Male",39,"26+","ano",1
"39019","1920-09-04",2007,"Male",28,"26+","ne",1
"39020","1885-02-02",1950,"Male",35,"26+","ano",1
"39021","1944-03-21",NA,"Male",40,"26+","ano",0
"39022","1878-11-06",1955,"Male",34,"26+","ano",1
"39023","1913-08-12",2008,"Male",35,"26+","ne",1
"39024","1875-10-31",1958,"Male",33,"26+","ano",1
"39025","1970-04-09",NA,"Male",26,"ostatni","ne",0
"39026","1955-12-14",NA,"Male",29,"26+","ano",0
"39027","1905-08-09",1955,"Male",27,"26+","ne",1
"39028","1877-09-17",1938,"Male",31,"26+","ano",1
"39029","1907-11-30",2003,"Male",41,"26+","ne",1
"39030","1936-01-08",NA,"Male",24,"ostatni","ne",0
"39031","1880-01-25",1948,"Male",40,"26+","ano",1
"39032","1928-03-19",NA,"Male",20,"do_22","ano",0
"39033","1897-04-12",1965,"Male",27,"26+","ano",1
"39034","1934-11-06",NA,"Male",42,"26+","ne",0
"39035","1905-02-16",2001,"Male",19,"do_22","ano",1
"39036","1927-02-12",NA,"Male",45,"26+","ne",0
"39037","1870-11-24",1939,"Male",38,"26+","ano",1
"39038","1906-08-27",1951,"Male",18,"do_22","ano",1
"39039","1954-09-19",NA,"Male",22,"ostatni","ne",0
"39040","1880-05-21",1947,"Male",32,"26+","ano",1
"39041","1907-03-22",1966,"Male",29,"26+","ne",1
"39042","1940-08-28",NA,"Male",32,"26+","ne",0
"39043","1958-08-21",NA,"Male",26,"ostatni","ano",0
"39044","1959-02-05",NA,"Male",25,"ostatni","ne",0
"39045","1884-04-01",1949,"Male",24,"ostatni","ano",1
"39046","1944-03-20",NA,"Male",32,"26+","ne",0
"39047","1960-09-26",NA,"Male",32,"26+","ne",0
"39048","1884-09-25",1961,"Male",40,"26+","ano",1
"39049","1952-09-06",NA,"Male",32,"26+","ano",0
"39050","1885-04-29",1940,"Male",39,"26+","ne",1
"39051","1888-11-20",1954,"Male",32,"26+","ano",1
"39052","1909-08-21",1942,"Male",27,"26+","ne",1
"39053","1892-05-04",1968,"Male",28,"26+","ano",1
"39054","1891-09-28",1965,"Male",29,"26+","ne",1
"39055","1959-01-21",NA,"Male",29,"26+","ne",0
"39056","1925-04-27",1998,"Male",31,"26+","ne",1
"39057","1936-09-13",NA,"Male",24,"ostatni","ne",0
"39058","1884-01-11",1963,"Male",40,"26+","ne",1
"39059","1881-02-02",1963,"Male",39,"26+","ano",1
"39060","1946-11-09",2006,"Male",22,"ostatni","ano",1
"39061","1869-11-09",1944,"Male",43,"26+","ano",1
"39062","1859-01-30",1929,"Male",49,"26+","ano",1
"39063","1870-02-12",1950,"Male",42,"26+","ano",1
"39064","1963-03-27",NA,"Male",29,"26+","ano",0
"39065","1875-08-19",1957,"Male",33,"26+","ne",1
"39066","1933-05-05",NA,"Male",31,"26+","ano",0
"39067","1901-02-06",1991,"Male",23,"ostatni","ne",1
"39068","1927-03-30",1982,"Male",37,"26+","ano",1
"39069","1947-05-29",2003,"Male",25,"ostatni","ano",1
"39070","1865-07-08",1939,"Male",47,"26+","ano",1
"39071","1929-09-17",1999,"Male",39,"26+","ne",1
"39072","1895-11-20",1986,"Male",25,"ostatni","ano",1
"39073","1966-06-27",NA,"Male",30,"26+","ne",0
"39074","1910-09-23",1936,"Male",22,"ostatni","ne",1
"39075","1872-10-20",1925,"Male",40,"26+","ano",1
"39076","1931-12-28",NA,"Male",37,"26+","ne",0
"39077","1877-09-08",1962,"Male",31,"26+","ne",1
"39078","1929-10-30",NA,"Male",31,"26+","ano",0
"39079","1970-12-27",NA,"Male",22,"ostatni","ne",0
"39080","1900-05-14",1991,"Male",24,"ostatni","ano",1
"39081","1879-12-06",1952,"Male",33,"26+","ano",1
"39082","1891-05-25",1943,"Male",45,"26+","ne",1
"39083","1881-01-14",1942,"Male",43,"26+","ano",1
"39084","1933-11-23",NA,"Male",27,"26+","ne",0
"39085","1963-03-23",NA,"Male",25,"ostatni","ne",0
"39086","1918-05-15",2015,"Male",30,"26+","ano",1
"39087","1885-02-14",1971,"Male",27,"26+","ano",1
"39088","1880-09-23",1960,"Male",40,"26+","ano",1
"39089","1938-01-27",NA,"Male",46,"26+","ne",0
"39090","1964-05-29",NA,"Male",28,"26+","ne",0
"39091","1928-10-15",NA,"Male",44,"26+","ne",0
"39092","1908-01-24",1994,"Male",28,"26+","ne",1
"39093","1872-03-29",1923,"Male",48,"26+","ano",1
"39094","1973-03-24",NA,"Male",23,"ostatni","ano",0
"39095","1891-09-26",1965,"Male",21,"do_22","ano",1
"39096","1890-03-23",1923,"Male",30,"26+","ne",1
"39097","1912-08-07",1989,"Male",36,"26+","ne",1
"39098","1879-01-18",1929,"Male",29,"26+","ne",1
"39099","1888-05-11",1945,"Male",32,"26+","ano",1
"39100","1863-11-27",1935,"Male",45,"26+","ano",1
"39101","1855-03-27",1927,"Male",57,"26+","ano",1
"39102","1914-04-20",2000,"Male",46,"26+","ne",1
"39103","1887-08-23",1942,"Male",33,"26+","ne",1
"39104","1936-04-16",1993,"Male",28,"26+","ne",1
"39105","1968-04-30",NA,"Male",24,"ostatni","ne",0
"39106","1894-05-17",1981,"Male",42,"26+","ne",1
"39107","1866-05-13",1931,"Male",42,"26+","ano",1
"39108","1890-02-16",1927,"Male",22,"ostatni","ne",1
"39109","1929-01-29",2000,"Male",23,"ostatni","ano",1
"39110","1931-07-05",NA,"Male",37,"26+","ne",0
"39111","1956-01-20",NA,"Male",28,"26+","ne",0
"39112","1875-08-16",1957,"Male",45,"26+","ano",1
"39113","1953-05-14",NA,"Male",39,"26+","ne",0
"39114","1934-09-10",NA,"Male",38,"26+","ne",0
"39115","1939-06-27",NA,"Male",25,"ostatni","ano",0
"39116","1933-05-10",NA,"Male",27,"26+","ne",0
"39117","1888-02-06",1939,"Male",36,"26+","ano",1
"39118","1895-05-16",1971,"Male",25,"ostatni","ano",1
"39119","1936-06-13",2004,"Male",48,"26+","ne",1
"39120","1884-05-05",1966,"Male",28,"26+","ano",1
"39121","1870-04-19",1951,"Male",26,"ostatni","ano",1
"39122","1868-05-13",1904,"Male",28,"26+","ano",1
"39123","1906-01-10",1957,"Male",42,"26+","ne",1
"39124","1910-03-23",1976,"Male",46,"26+","ano",1
"39125","1873-10-28",NA,"Male",51,"26+","ano",0
"39126","1887-06-25",1932,"Male",33,"26+","ne",1
"39127","1949-03-04",NA,"Male",23,"ostatni","ne",0
"39128","1935-02-10",1990,"Male",29,"26+","ano",1
"39129","1932-12-28",NA,"Male",28,"26+","ne",0
"39130","1968-02-01",NA,"Male",28,"26+","ne",0
"39131","1910-12-03",2001,"Male",42,"26+","ne",1
"39132","1904-02-22",1952,"Male",32,"26+","ne",1
"39133","1920-07-08",1996,"Male",40,"26+","ne",1
"39134","1902-06-30",1972,"Male",30,"26+","ne",1
"39135","1930-03-27",1990,"Male",38,"26+","ne",1
"39136","1879-03-12",1966,"Male",33,"26+","ne",1
